3.732850	0.000000e+00	0.000000e+00	0.000000
3.736583	8.729111e+11	6.065943e+11	0.000098
3.790171	1.907847e+15	1.335118e+15	0.000097
3.843760	1.132728e+16	7.980541e+15	0.000099
3.897349	3.141943e+16	2.228051e+16	0.000097
3.950937	6.331244e+16	4.517854e+16	0.000098
4.004526	1.068245e+17	7.668874e+16	0.000099
4.058115	1.610021e+17	1.162565e+17	0.000100
4.111703	2.245452e+17	1.630521e+17	0.000097
4.165292	2.960938e+17	2.161748e+17	0.000097
4.218880	3.737987e+17	2.743391e+17	0.000098
4.272469	4.567716e+17	3.369364e+17	0.000098
4.326058	5.433548e+17	4.027726e+17	0.000099
4.379646	6.324519e+17	4.710460e+17	0.000100
4.433235	7.230198e+17	5.409794e+17	0.000098
4.486824	8.141807e+17	6.119054e+17	0.000097
4.540412	9.051143e+17	6.831893e+17	0.000099
4.594001	9.951897e+17	7.543301e+17	0.000099
4.647589	1.083905e+18	8.249188e+17	0.000097
4.701178	1.170884e+18	8.946365e+17	0.000099
4.754767	1.255655e+18	9.630907e+17	0.000099
4.808355	1.337976e+18	1.030059e+18	0.000097
4.861944	1.417643e+18	1.095349e+18	0.000097
4.915533	1.494552e+18	1.158845e+18	0.000097
4.969121	1.568796e+18	1.220586e+18	0.000088
5.022710	1.639621e+18	1.279950e+18	0.000098
5.076298	1.707647e+18	1.337387e+18	0.000099
5.129887	1.772617e+18	1.392666e+18	0.000100
5.183476	1.834701e+18	1.445890e+18	0.000097
5.237064	1.893802e+18	1.496954e+18	0.000098
5.290653	1.949998e+18	1.545893e+18	0.000098
5.344242	2.003367e+18	1.592743e+18	0.000099
5.397830	2.053975e+18	1.637534e+18	0.000099
5.451419	2.101860e+18	1.680272e+18	0.000099
5.505007	2.147209e+18	1.721086e+18	0.000100
5.558596	2.189986e+18	1.759928e+18	0.000099
5.612185	2.230378e+18	1.796931e+18	0.000100
5.665773	2.268454e+18	1.832134e+18	0.000100
5.719362	2.304308e+18	1.865595e+18	0.000100
5.772951	2.338007e+18	1.897356e+18	0.000099
5.826539	2.369732e+18	1.927551e+18	0.000100
5.880128	2.399495e+18	1.956176e+18	0.000100
5.933717	2.427389e+18	1.983296e+18	0.000098
5.987305	2.453541e+18	2.009006e+18	0.000100
6.040894	2.477922e+18	2.033270e+18	0.000100
